Datetime,p.u. voltage,overvoltage,undervoltage
2019/01/01 01:00:00,1.0004268664907252,False,False
2019/01/01 02:00:00,1.0004268664907252,False,False
2019/01/01 03:00:00,1.0004268664907252,False,False
2019/01/01 04:00:00,1.0004268664907252,False,False
2019/01/01 05:00:00,1.0004268664907252,False,False
2019/01/01 06:00:00,1.0004268664907252,False,False
2019/01/01 07:00:00,1.0004268664907252,False,False
2019/01/01 08:00:00,1.0004268664907252,False,False
2019/01/01 09:00:00,1.000388804135115,False,False
2019/01/01 10:00:00,1.0003220738559955,False,False
